fact_table_natural_key,accm_txn_complete_time
DR10518,5/9/2022 18:13
DR10519,5/9/2022 21:00
DR10520,5/9/2022 17:47
DR10522,5/9/2022 1:38
DR10523,5/9/2022 13:57
DR10525,5/9/2022 5:30
DR10526,5/9/2022 19:09
DR10528,5/9/2022 20:50
DR10529,5/9/2022 11:17
DR10530,5/9/2022 5:24
DR10531,5/9/2022 21:22
DR10532,5/9/2022 0:36
DR10533,5/9/2022 13:07
DR10535,5/9/2022 8:57
DR10536,5/9/2022 21:25
DR10538,5/9/2022 21:03
DR10539,5/9/2022 4:40
DR10540,5/9/2022 10:23
DR10541,5/9/2022 23:29
DR10542,5/9/2022 17:48
DR10544,5/9/2022 21:05
DR10545,5/9/2022 7:29
DR10546,5/9/2022 14:15
DR10547,5/9/2022 17:08
DR10548,5/9/2022 12:30
DR10549,5/9/2022 8:03
DR10550,5/9/2022 12:22
DR10551,5/9/2022 2:16
DR10552,5/9/2022 15:12
DR10553,5/9/2022 20:44
DR10554,5/9/2022 14:07
DR10555,5/9/2022 16:15
DR10556,5/9/2022 11:06
DR10557,5/9/2022 7:01
DR10558,5/9/2022 18:28
DR10559,5/9/2022 13:22
DR10560,5/9/2022 3:20
DR10561,5/9/2022 23:13
DR10562,5/9/2022 2:09
DR10563,5/9/2022 5:52
DR10564,5/9/2022 15:23
DR10565,5/9/2022 18:44
DR10567,5/9/2022 16:50
DR10568,5/9/2022 16:33
DR10569,5/9/2022 12:52
DR10570,5/9/2022 21:12
DR10572,5/9/2022 21:49
DR10573,5/9/2022 16:09
DR10574,5/9/2022 16:20
DR10575,5/9/2022 16:34
DR10576,5/9/2022 8:46
DR10577,5/9/2022 6:04
DR10579,5/9/2022 18:09
DR10580,5/9/2022 19:35
DR10581,5/9/2022 20:52
DR10582,5/9/2022 5:03
DR10583,5/9/2022 5:27
DR10584,5/9/2022 3:24
DR10585,5/9/2022 10:13
DR10586,5/9/2022 12:25
DR10587,5/9/2022 14:52
DR10588,5/9/2022 13:37
DR10589,5/9/2022 23:26
DR10590,5/9/2022 8:31
DR10591,5/9/2022 17:32
DR10592,5/9/2022 23:33
DR10594,5/9/2022 3:01
DR10595,5/9/2022 22:52
DR10596,5/9/2022 19:34
DR10597,5/9/2022 21:44
DR10598,5/9/2022 15:14
DR10600,5/9/2022 11:14
DR10601,5/9/2022 22:08
DR10602,5/9/2022 10:01
DR10603,5/9/2022 15:59
DR10604,5/9/2022 3:33
DR10605,5/9/2022 22:49
DR10606,5/9/2022 1:45
DR10607,5/9/2022 3:26
DR10608,5/9/2022 5:25
DR10609,5/9/2022 8:59
DR10610,5/9/2022 18:10
DR10611,5/9/2022 0:00
DR10612,5/9/2022 8:57
DR10613,5/9/2022 18:38
DR10614,5/9/2022 7:13
DR10615,5/9/2022 12:20
DR10616,5/9/2022 1:00
DR10617,5/9/2022 2:49
DR10618,5/9/2022 5:35
DR10619,5/9/2022 23:17
DR10620,5/9/2022 8:36
DR10621,5/9/2022 15:21
DR10622,5/9/2022 9:14
DR10623,5/9/2022 1:47
DR10625,5/9/2022 12:01
DR10626,5/9/2022 15:16
DR10628,5/9/2022 0:52
DR10629,5/9/2022 20:39
DR10630,5/9/2022 12:03
DR10631,5/9/2022 17:35
DR10632,5/9/2022 22:38
DR10633,5/9/2022 7:22
DR10634,5/9/2022 4:39
DR10635,5/9/2022 22:49
DR10636,5/9/2022 18:16
DR10637,5/9/2022 9:57
DR10638,5/9/2022 18:43
DR10639,5/9/2022 1:04
DR10640,5/9/2022 3:11
DR10641,5/9/2022 12:21
DR10642,5/9/2022 18:31
DR10643,5/9/2022 3:58
DR10644,5/9/2022 0:55
DR10645,5/9/2022 11:55
DR10646,5/9/2022 20:02
DR10647,5/9/2022 8:12
DR10648,5/9/2022 10:40
DR10649,5/9/2022 16:03
DR10650,5/9/2022 0:36
DR10651,5/9/2022 11:33
DR10652,5/9/2022 21:47
DR10653,5/9/2022 2:40
DR10654,5/9/2022 16:20
DR10655,5/9/2022 14:47
DR10656,5/9/2022 12:47
DR10657,5/9/2022 22:02
DR10658,5/9/2022 9:19
DR10659,5/9/2022 14:57
DR10660,5/9/2022 16:09
DR10661,5/9/2022 19:45
DR10662,5/9/2022 21:10
DR10663,5/9/2022 14:28
DR10664,5/9/2022 5:59
DR10665,5/9/2022 8:57
DR10666,5/9/2022 20:41
DR10667,5/9/2022 22:38
DR10669,5/9/2022 1:56
DR10670,5/9/2022 22:10
DR10671,5/9/2022 14:11
DR10672,5/9/2022 18:24
DR10673,5/9/2022 15:08
DR10674,5/9/2022 12:43
DR10676,5/9/2022 23:11
DR10677,5/9/2022 15:48
DR10678,5/9/2022 1:07
DR10679,5/9/2022 22:15
DR10680,5/9/2022 2:11
DR10681,5/9/2022 19:45
DR10682,5/9/2022 0:07
DR10683,5/9/2022 2:38
DR10684,5/9/2022 15:13
DR10685,5/9/2022 14:09
DR10686,5/9/2022 16:57
DR10687,5/9/2022 3:29
DR10690,5/9/2022 6:12
DR10691,5/9/2022 14:34
DR10692,5/9/2022 13:33
DR10694,5/9/2022 16:13
DR10695,5/9/2022 12:14
DR10696,5/9/2022 15:29
DR10697,5/9/2022 17:49
DR10698,5/9/2022 8:09
DR10699,5/9/2022 13:59
DR10700,5/9/2022 9:06
DR10702,5/9/2022 0:16
DR10703,5/9/2022 0:11
DR10704,5/9/2022 4:24
DR10705,5/9/2022 9:11
DR10706,5/9/2022 12:39
DR10707,5/9/2022 3:21
DR10708,5/9/2022 4:38
DR10709,5/9/2022 3:19
DR10710,5/9/2022 11:50
DR10711,5/9/2022 13:04
DR10712,5/9/2022 15:46
DR10713,5/9/2022 22:42
DR10714,5/9/2022 19:56
DR10715,5/9/2022 1:08
DR10716,5/9/2022 22:25
DR10718,5/9/2022 11:55
DR10719,5/9/2022 7:30
DR10720,5/9/2022 14:39
DR10721,5/9/2022 19:46
DR10722,5/9/2022 19:25
DR10723,5/9/2022 0:30
DR10724,5/9/2022 7:37
DR10725,5/9/2022 2:47
DR10727,5/9/2022 17:23
DR10728,5/9/2022 23:07
DR10729,5/9/2022 3:45
DR10730,5/9/2022 23:29
DR10731,5/9/2022 23:49
DR10732,5/9/2022 22:25
DR10733,5/9/2022 16:13
DR10734,5/9/2022 8:46
DR10735,5/9/2022 13:13
DR10736,5/9/2022 19:32
DR10738,5/9/2022 3:43
DR10739,5/9/2022 10:03
DR10740,5/9/2022 11:09
DR10741,5/9/2022 1:33
DR10743,5/9/2022 13:53
DR10744,5/9/2022 11:37
DR10745,5/9/2022 21:50
DR10746,5/9/2022 4:33
DR10747,5/9/2022 12:50
DR10748,5/9/2022 15:01
DR10749,5/9/2022 11:14
DR10751,5/9/2022 14:20
DR10752,5/9/2022 21:55
DR10753,5/9/2022 13:38
DR10754,5/9/2022 22:09
DR10756,5/9/2022 11:01
DR10758,5/9/2022 19:34
DR10759,5/9/2022 14:24
DR10760,5/9/2022 20:29
DR10762,5/9/2022 3:56
DR10763,5/9/2022 0:35
DR10764,5/9/2022 23:30
DR10765,5/9/2022 7:36
DR10766,5/9/2022 4:25
DR10767,5/9/2022 6:58
DR10768,5/9/2022 17:44
DR10769,5/9/2022 22:47
DR10772,5/9/2022 12:25
DR10774,5/9/2022 11:35
DR10775,5/9/2022 21:55
DR10776,5/9/2022 11:33
DR10777,5/9/2022 2:03
DR10778,5/9/2022 22:20
DR10779,5/9/2022 17:56
DR10780,5/9/2022 9:11
DR10782,5/9/2022 7:03
DR10783,5/9/2022 8:29
DR10784,5/9/2022 2:25
DR10785,5/9/2022 11:18
DR10786,5/9/2022 23:57
DR10787,5/9/2022 14:38
DR10788,5/9/2022 0:18
DR10790,5/9/2022 10:36
DR10791,5/9/2022 7:49
DR10792,5/9/2022 6:01
DR10793,5/9/2022 7:50
DR10794,5/9/2022 4:10
DR10796,5/9/2022 11:24
DR10797,5/9/2022 14:45
DR10799,5/9/2022 7:27
DR10800,5/9/2022 13:05
DR10802,5/9/2022 22:07
DR10803,5/9/2022 7:43
DR10804,5/9/2022 22:28
DR10805,5/9/2022 12:00
DR10806,5/9/2022 9:11
DR10807,5/9/2022 12:04
DR10808,5/9/2022 18:27
DR10809,5/9/2022 19:40
DR10810,5/9/2022 5:09
DR10811,5/9/2022 0:05
DR10812,5/9/2022 20:09
DR10814,5/9/2022 19:32
DR10815,5/9/2022 8:50
DR10816,5/9/2022 20:14
DR10817,5/9/2022 2:26
DR10818,5/9/2022 9:41
DR10819,5/9/2022 8:05
DR10820,5/9/2022 23:28
DR10821,5/9/2022 4:09
DR10822,5/9/2022 2:57
DR10823,5/9/2022 12:13
DR10825,5/9/2022 3:51
DR10826,5/9/2022 4:15
DR10827,5/9/2022 17:25
DR10828,5/9/2022 20:48
DR10829,5/9/2022 4:03
DR10830,5/9/2022 19:44
DR10831,5/9/2022 15:35
DR10832,5/9/2022 3:52
DR10833,5/9/2022 6:24
DR10834,5/9/2022 21:25
DR10835,5/9/2022 10:19
DR10836,5/9/2022 10:50
DR10837,5/9/2022 23:51
DR10838,5/9/2022 11:41
DR10839,5/9/2022 12:05
DR10840,5/9/2022 22:59
DR10841,5/9/2022 13:40
DR10842,5/9/2022 3:17
DR10844,5/9/2022 18:31
DR10845,5/9/2022 5:35
DR10846,5/9/2022 6:38
DR10847,5/9/2022 17:05
DR10848,5/9/2022 9:28
DR10849,5/9/2022 16:59
DR10851,5/9/2022 22:16
DR10852,5/9/2022 5:35
DR10854,5/9/2022 4:36
DR10855,5/9/2022 22:49
DR10857,5/9/2022 1:23
DR10858,5/9/2022 13:48
DR10859,5/9/2022 20:24
DR10861,5/9/2022 2:51
DR10862,5/9/2022 10:16
DR10863,5/9/2022 13:30
DR10864,5/9/2022 11:05
DR10865,5/9/2022 8:04
DR10866,5/9/2022 6:17
DR10867,5/9/2022 12:30
DR10868,5/9/2022 6:40
DR10869,5/9/2022 20:24
DR10870,5/9/2022 1:39
DR10871,5/9/2022 22:21
DR10872,5/9/2022 18:55
DR10873,5/9/2022 2:52
DR10875,5/9/2022 9:58
DR10876,5/9/2022 13:46
DR10877,5/9/2022 6:48
DR10878,5/9/2022 16:58
DR10879,5/9/2022 11:34
DR10880,5/9/2022 14:06
DR10881,5/9/2022 16:31
DR10882,5/9/2022 6:29
DR10883,5/9/2022 1:52
DR10884,5/9/2022 13:09
DR10885,5/9/2022 7:37
DR10886,5/9/2022 7:04
DR10887,5/9/2022 23:50
DR10888,5/9/2022 8:09
DR10889,5/9/2022 19:26
DR10890,5/9/2022 7:41
DR10891,5/9/2022 19:28
DR10892,5/9/2022 3:58
DR10894,5/9/2022 23:09
DR10895,5/9/2022 19:26
DR10896,5/9/2022 20:34
DR10897,5/9/2022 23:32
DR10898,5/9/2022 6:23
DR10899,5/9/2022 10:53
DR10900,5/9/2022 14:45
DR10901,5/9/2022 3:48
DR10902,5/9/2022 7:59
DR10904,5/9/2022 15:19
DR10905,5/9/2022 0:17
DR10907,5/9/2022 2:25
DR10908,5/9/2022 19:17
DR10910,5/9/2022 2:07
DR10911,5/9/2022 1:41
DR10912,5/9/2022 3:45
DR10913,5/9/2022 5:23
DR10914,5/9/2022 3:05
DR10915,5/9/2022 17:02
DR10916,5/9/2022 12:19
DR10917,5/9/2022 13:06
DR10918,5/9/2022 8:43
DR10919,5/9/2022 23:14
DR10920,5/9/2022 14:31
DR10922,5/9/2022 20:22
DR10923,5/9/2022 1:39
DR10924,5/9/2022 22:37
DR10925,5/9/2022 10:10
DR10926,5/9/2022 1:43
DR10927,5/9/2022 11:27
DR10928,5/9/2022 10:50
DR10929,5/9/2022 22:16
DR10931,5/9/2022 12:01
DR10932,5/9/2022 8:51
DR10935,5/9/2022 21:05
DR10936,5/9/2022 18:12
DR10937,5/9/2022 12:34
DR10938,5/9/2022 10:40
DR10939,5/9/2022 23:45
DR10940,5/9/2022 14:28
DR10943,5/9/2022 3:47
DR10944,5/9/2022 16:43
DR10945,5/9/2022 19:53
DR10946,5/9/2022 21:09
DR10947,5/9/2022 14:41
DR10948,5/9/2022 6:25
DR10950,5/9/2022 0:05
DR10951,5/9/2022 3:29
DR10952,5/9/2022 13:26
DR10953,5/9/2022 7:01
DR10954,5/9/2022 13:00
DR10955,5/9/2022 3:56
DR10956,5/9/2022 21:56
DR10957,5/9/2022 22:46
DR10958,5/9/2022 13:07
DR10959,5/9/2022 10:35
DR10960,5/9/2022 1:34
DR10961,5/9/2022 11:32
DR10964,5/9/2022 9:58
DR10966,5/9/2022 3:38
DR10967,5/9/2022 19:32
DR10968,5/9/2022 5:53
DR10969,5/9/2022 23:24
DR10970,5/9/2022 8:47
DR10971,5/9/2022 17:09
DR10972,5/9/2022 0:28
DR10974,5/9/2022 9:39
DR10976,5/9/2022 14:06
DR10977,5/9/2022 19:37
DR10978,5/9/2022 11:11
DR10979,5/9/2022 8:25
DR10980,5/9/2022 13:14
DR10981,5/9/2022 17:13
DR10982,5/9/2022 20:00
DR10984,5/9/2022 11:42
DR10985,5/9/2022 5:15
DR10986,5/9/2022 9:06
DR10987,5/9/2022 3:12
DR10988,5/9/2022 15:38
DR10989,5/9/2022 1:53
DR10990,5/9/2022 8:08
DR10991,5/9/2022 10:20
DR10993,5/9/2022 11:53
DR10994,5/9/2022 6:16
DR10995,5/9/2022 21:26
DR10996,5/9/2022 16:50
DR10997,5/9/2022 1:20
DR10998,5/9/2022 5:57
DR10999,5/9/2022 13:53
DR11000,5/9/2022 7:55
DR11001,5/9/2022 5:19
DR11002,5/9/2022 21:31
DR11003,5/9/2022 7:27
DR11004,5/9/2022 21:42
DR11007,5/9/2022 15:19
DR11008,5/9/2022 17:52
DR11009,5/9/2022 1:46
DR11012,5/9/2022 17:15
DR11013,5/9/2022 23:14
DR11014,5/9/2022 1:22
DR11016,5/9/2022 23:59
DR11020,5/9/2022 10:33
DR11023,5/9/2022 17:40
DR11025,5/9/2022 8:54
DR11026,5/9/2022 2:34
DR11027,5/9/2022 21:42
DR11028,5/9/2022 10:58
DR11029,5/9/2022 12:56
DR11032,5/9/2022 13:12
DR11033,5/9/2022 4:23
DR11035,5/9/2022 10:06
DR11036,5/9/2022 14:57
DR11037,5/9/2022 16:26
DR11038,5/9/2022 19:51
DR11040,5/9/2022 23:22
DR11041,5/9/2022 10:10
DR11042,5/9/2022 21:46
DR11043,5/9/2022 13:21
DR11045,5/9/2022 3:29
DR11046,5/9/2022 6:33
DR11047,5/9/2022 2:38
DR11048,5/9/2022 13:47
DR11049,5/9/2022 21:33
DR11051,5/9/2022 14:46
DR11052,5/9/2022 6:29
DR11053,5/9/2022 3:57
DR11055,5/9/2022 0:25
DR11057,5/9/2022 0:51
DR11058,5/9/2022 4:07
DR11059,5/9/2022 17:09
DR11060,5/9/2022 7:31
DR11061,5/9/2022 4:38
DR11062,5/9/2022 20:41
DR11063,5/9/2022 17:01
DR11064,5/9/2022 11:21
DR11065,5/9/2022 13:07
DR11066,5/9/2022 9:17
DR11067,5/9/2022 5:53
DR11068,5/9/2022 3:09
DR11069,5/9/2022 9:48
DR11070,5/9/2022 1:04
DR11071,5/9/2022 19:16
DR11073,5/9/2022 9:05
DR11074,5/9/2022 4:42
DR11076,5/9/2022 11:52
DR11077,5/9/2022 14:29
DR11078,5/9/2022 8:29
DR11079,5/9/2022 17:44
DR11080,5/9/2022 0:06
DR11081,5/9/2022 6:25
DR11082,5/9/2022 15:24
DR11083,5/9/2022 16:15
DR11085,5/9/2022 2:09
DR11086,5/9/2022 12:06
DR11088,5/9/2022 17:12
DR11089,5/9/2022 23:33
DR11090,5/9/2022 20:35
DR11092,5/9/2022 4:40
DR11094,5/9/2022 5:14
DR11095,5/9/2022 8:07
DR11096,5/9/2022 7:05
DR11097,5/9/2022 6:07
DR11098,5/9/2022 13:51
DR11099,5/9/2022 19:58
DR11100,5/9/2022 1:56
DR11101,5/9/2022 0:44
DR11102,5/9/2022 20:50
DR11103,5/9/2022 11:14
DR11104,5/9/2022 11:27
DR11105,5/9/2022 21:16
DR11106,5/9/2022 12:33
DR11107,5/9/2022 9:21
DR11108,5/9/2022 15:03
DR11111,5/9/2022 7:07
DR11112,5/9/2022 8:36
DR11113,5/9/2022 9:27
DR11114,5/9/2022 18:50
DR11115,5/9/2022 2:23
DR11116,5/9/2022 2:20
DR11117,5/9/2022 9:36
DR11118,5/9/2022 9:29
DR11119,5/9/2022 0:09
DR11120,5/9/2022 18:52
DR11121,5/9/2022 6:55
DR11123,5/9/2022 16:01
DR11124,5/9/2022 17:51
DR11125,5/9/2022 19:36
DR11128,5/9/2022 13:53
DR11129,5/9/2022 6:52
DR11130,5/9/2022 11:40
DR11131,5/9/2022 20:58
DR11132,5/9/2022 16:31
DR11133,5/9/2022 13:24
DR11134,5/9/2022 1:30
DR11135,5/9/2022 9:21
DR11137,5/9/2022 10:55
DR11138,5/9/2022 22:15
DR11140,5/9/2022 7:52
DR11141,5/9/2022 9:20
DR11142,5/9/2022 8:23
DR11143,5/9/2022 8:35
DR11145,5/9/2022 3:09
DR11146,5/9/2022 9:32
DR11147,5/9/2022 17:39
DR11148,5/9/2022 4:08
DR11150,5/9/2022 22:32
DR11151,5/9/2022 20:37
DR11152,5/9/2022 4:54
DR11153,5/9/2022 23:37
DR11154,5/9/2022 6:28
DR11155,5/9/2022 8:43
DR11156,5/9/2022 21:43
DR11157,5/9/2022 2:01
DR11158,5/9/2022 14:17
DR11159,5/9/2022 8:45
DR11160,5/9/2022 0:43
DR11161,5/9/2022 19:16
DR11162,5/9/2022 0:49
DR11163,5/9/2022 15:07
DR11164,5/9/2022 9:30
DR11165,5/9/2022 7:16
DR11166,5/9/2022 3:07
DR11167,5/9/2022 13:36
DR11172,5/9/2022 16:48
DR11173,5/9/2022 12:21
DR11174,5/9/2022 12:28
DR11175,5/9/2022 19:51
DR11176,5/9/2022 13:31
DR11177,5/9/2022 15:46
DR11178,5/9/2022 21:43
DR11179,5/9/2022 6:08
DR11180,5/9/2022 4:28
DR11181,5/9/2022 7:16
DR11182,5/9/2022 20:09
DR11183,5/9/2022 17:11
DR11184,5/9/2022 17:55
DR11187,5/9/2022 2:38
DR11188,5/9/2022 22:27
DR11189,5/9/2022 14:51
DR11190,5/9/2022 23:04
DR11191,5/9/2022 19:50
DR11192,5/9/2022 7:20
DR11193,5/9/2022 10:22
DR11195,5/9/2022 1:32
DR11196,5/9/2022 1:45
DR11197,5/9/2022 18:37
DR11198,5/9/2022 2:52
DR11199,5/9/2022 10:21
DR11200,5/9/2022 10:49
DR11201,5/9/2022 22:52
DR11202,5/9/2022 15:32
DR11203,5/9/2022 9:32
DR11205,5/9/2022 19:07
DR11206,5/9/2022 15:30
DR11207,5/9/2022 13:19
DR11208,5/9/2022 2:06
DR11209,5/9/2022 6:27
DR11211,5/9/2022 20:13
DR11212,5/9/2022 19:07
DR11213,5/9/2022 2:49
DR11214,5/9/2022 14:46
DR11215,5/9/2022 14:22
DR11216,5/9/2022 5:43
DR11217,5/9/2022 5:09
DR11219,5/9/2022 8:08
DR11220,5/9/2022 19:08
DR11221,5/9/2022 2:13
DR11223,5/9/2022 22:10
DR11224,5/9/2022 9:00
DR11225,5/9/2022 0:54
DR11227,5/9/2022 11:12
DR11229,5/9/2022 11:40
DR11230,5/9/2022 3:47
DR11231,5/9/2022 7:44
DR11232,5/9/2022 6:51
DR11233,5/9/2022 12:51
DR11234,5/9/2022 2:23
DR11235,5/9/2022 8:45
DR11236,5/9/2022 16:35
DR11237,5/9/2022 10:11
DR11238,5/9/2022 20:51
DR11239,5/9/2022 15:40
DR11241,5/9/2022 19:07
DR11242,5/9/2022 0:53
DR11243,5/9/2022 20:47
DR11244,5/9/2022 20:50
DR11246,5/9/2022 9:27
DR11247,5/9/2022 18:53
DR11248,5/9/2022 0:46
DR11249,5/9/2022 1:52
DR11250,5/9/2022 0:28
DR11251,5/9/2022 19:28
DR11252,5/9/2022 4:48
DR11253,5/9/2022 9:13
DR11254,5/9/2022 5:09
DR11255,5/9/2022 0:55
DR11256,5/9/2022 17:29
DR11257,5/9/2022 3:39
DR11258,5/9/2022 20:57
DR11259,5/9/2022 11:52
DR11260,5/9/2022 18:02
DR11261,5/9/2022 23:10
DR11262,5/9/2022 4:58
DR11265,5/9/2022 4:56
DR11266,5/9/2022 20:19
DR11267,5/9/2022 19:25
DR11268,5/9/2022 9:35
DR11269,5/9/2022 1:33
DR11270,5/9/2022 10:26
DR11271,5/9/2022 12:08
DR11272,5/9/2022 2:04
DR11273,5/9/2022 2:50
DR11274,5/9/2022 15:37
DR11275,5/9/2022 11:58
DR11276,5/9/2022 18:16
DR11278,5/9/2022 13:04
DR11279,5/9/2022 19:09
DR11281,5/9/2022 14:48
DR11282,5/9/2022 20:34
DR11283,5/9/2022 11:27
DR11284,5/9/2022 6:49
DR11285,5/9/2022 16:17
DR11287,5/9/2022 21:29
DR11288,5/9/2022 9:45
DR11289,5/9/2022 17:25
DR11290,5/9/2022 7:08
DR11291,5/9/2022 21:47
DR11292,5/9/2022 16:48
DR11294,5/9/2022 8:46
DR11295,5/9/2022 23:36
DR11297,5/9/2022 9:03
DR11298,5/9/2022 18:35
DR11299,5/9/2022 13:38
DR11301,5/9/2022 2:39
DR11303,5/9/2022 17:51
DR11304,5/9/2022 14:12
DR11306,5/9/2022 11:04
DR11307,5/9/2022 17:48
DR11308,5/9/2022 16:23
DR11309,5/9/2022 23:18
DR11313,5/9/2022 21:02
DR11314,5/9/2022 8:21
DR11316,5/9/2022 20:31
DR11317,5/9/2022 18:21
DR11318,5/9/2022 16:57
DR11319,5/9/2022 9:12
DR11320,5/9/2022 23:05
DR11321,5/9/2022 19:01
DR11322,5/9/2022 17:50
DR11323,5/9/2022 6:14
DR11325,5/9/2022 11:10
DR11326,5/9/2022 6:03
DR11327,5/9/2022 15:22
DR11329,5/9/2022 12:41
DR11331,5/9/2022 16:46
DR11333,5/9/2022 14:25
DR11334,5/9/2022 2:54
DR11335,5/9/2022 12:24
DR11336,5/9/2022 6:01
DR11337,5/9/2022 22:16
DR11338,5/9/2022 13:57
DR11339,5/9/2022 12:04
DR11341,5/9/2022 12:43
DR11342,5/9/2022 8:39
DR11343,5/9/2022 21:02
DR11344,5/9/2022 19:03
DR11345,5/9/2022 22:39
DR11346,5/9/2022 12:59
DR11347,5/9/2022 16:45
DR11348,5/9/2022 22:06
DR11349,5/9/2022 7:55
DR11350,5/9/2022 0:12
DR11351,5/9/2022 19:38
DR11353,5/9/2022 1:52
DR11354,5/9/2022 21:21
DR11355,5/9/2022 2:16
DR11356,5/9/2022 11:07
DR11357,5/9/2022 2:25
DR11358,5/9/2022 6:26
DR11359,5/9/2022 14:52
DR11360,5/9/2022 19:59
DR11361,5/9/2022 9:43
DR11362,5/9/2022 17:12
DR11363,5/9/2022 8:19
DR11365,5/9/2022 14:30
DR11366,5/9/2022 2:35
DR11367,5/9/2022 14:39
DR11368,5/9/2022 14:29
DR11369,5/9/2022 18:38
DR11371,5/9/2022 8:44
DR11372,5/9/2022 3:57
DR11373,5/9/2022 7:32
DR11375,5/9/2022 15:18
DR11377,5/9/2022 23:28
DR11378,5/9/2022 16:41
DR11379,5/9/2022 18:09
DR11380,5/9/2022 23:08
DR11382,5/9/2022 18:38
DR11384,5/9/2022 4:17
DR11385,5/9/2022 17:01
DR11386,5/9/2022 6:14
DR11387,5/9/2022 21:53
DR11388,5/9/2022 20:35
DR11390,5/9/2022 6:37
DR11391,5/9/2022 22:36
DR11392,5/9/2022 15:21
DR11395,5/9/2022 1:37
DR11396,5/9/2022 21:13
DR11397,5/9/2022 17:57
DR11398,5/9/2022 13:38
DR11399,5/9/2022 18:13
DR11402,5/9/2022 7:47
DR11403,5/9/2022 19:02
DR11405,5/9/2022 9:43
DR11406,5/9/2022 0:48
DR11407,5/9/2022 0:54
DR11409,5/9/2022 21:31
DR11410,5/9/2022 19:04
DR11412,5/9/2022 0:55
DR11413,5/9/2022 2:49
DR11414,5/9/2022 22:22
DR11415,5/9/2022 9:21
DR11416,5/9/2022 11:31
DR11417,5/9/2022 3:50
DR11418,5/9/2022 18:53
DR11419,5/9/2022 3:03
DR11422,5/9/2022 11:26
DR11423,5/9/2022 13:16
DR11425,5/9/2022 8:39
DR11426,5/9/2022 20:28
DR11427,5/9/2022 12:49
DR11429,5/9/2022 15:54
DR11430,5/9/2022 17:06
DR11431,5/9/2022 11:21
DR11432,5/9/2022 14:19
DR11433,5/9/2022 7:41
DR11434,5/9/2022 3:02
DR11435,5/9/2022 18:08
DR11436,5/9/2022 23:56
DR11437,5/9/2022 19:10
DR11438,5/9/2022 15:17
DR11439,5/9/2022 13:37
DR11440,5/9/2022 14:06
DR11441,5/9/2022 18:02
DR11443,5/9/2022 23:16
DR11444,5/9/2022 2:22
DR11445,5/9/2022 0:30
DR11446,5/9/2022 13:48
DR11447,5/9/2022 8:33
DR11449,5/9/2022 19:37
DR11450,5/9/2022 2:12
DR11451,5/9/2022 19:22
DR11452,5/9/2022 14:55
DR11454,5/9/2022 1:10
DR11455,5/9/2022 18:52
DR11456,5/9/2022 15:54
DR11457,5/9/2022 9:06
DR11458,5/9/2022 2:12
DR11459,5/9/2022 17:45
DR11460,5/9/2022 15:32
DR11462,5/9/2022 2:18
DR11463,5/9/2022 3:33
DR11464,5/9/2022 17:39
DR11465,5/9/2022 14:59
DR11468,5/9/2022 0:48
DR11469,5/9/2022 14:24
DR11470,5/9/2022 3:09
DR11471,5/9/2022 12:14
DR11472,5/9/2022 2:43
DR11473,5/9/2022 17:37
DR11474,5/9/2022 0:47
DR11475,5/9/2022 9:13
DR11476,5/9/2022 3:20
DR11477,5/9/2022 19:44
DR11478,5/9/2022 16:03
DR11479,5/9/2022 19:56
DR11481,5/9/2022 16:09
DR11482,5/9/2022 4:59
DR11484,5/9/2022 11:45
DR11485,5/9/2022 0:13
DR11486,5/9/2022 0:50
DR11487,5/9/2022 14:03
DR11488,5/9/2022 10:16
DR11489,5/9/2022 23:14
DR11491,5/9/2022 0:13
DR11492,5/9/2022 7:46
DR11493,5/9/2022 21:26
DR11495,5/9/2022 8:33
DR11496,5/9/2022 23:41
DR11498,5/9/2022 9:15
DR11499,5/9/2022 5:58
DR11500,5/9/2022 0:19
DR11501,5/9/2022 21:44
DR11503,5/9/2022 22:03
DR11504,5/9/2022 15:43
DR11505,5/9/2022 20:28
DR11507,5/9/2022 2:30
DR11509,5/9/2022 1:26
DR11510,5/9/2022 16:20
DR11511,5/9/2022 18:28
DR11512,5/9/2022 12:56
DR11513,5/9/2022 5:31
DR11515,5/9/2022 12:32
DR11516,5/9/2022 22:46
DR11517,5/9/2022 11:00
DR11518,5/9/2022 7:54
DR11521,5/9/2022 17:38
DR11522,5/9/2022 22:22
DR11523,5/9/2022 1:44
DR11524,5/9/2022 13:23
DR11526,5/9/2022 6:27
DR11528,5/9/2022 19:28
DR11529,5/9/2022 14:53
DR11530,5/9/2022 2:43
DR11531,5/9/2022 14:23
DR11532,5/9/2022 8:08
DR11533,5/9/2022 8:36
DR11534,5/9/2022 1:49
DR11536,5/9/2022 1:13
DR11538,5/9/2022 0:32
DR11540,5/9/2022 12:07
DR11541,5/9/2022 5:34
DR11542,5/9/2022 0:05
DR11544,5/9/2022 5:52
DR11545,5/9/2022 7:48
DR11546,5/9/2022 22:41
DR11548,5/9/2022 13:21
DR11549,5/9/2022 5:54
DR11552,5/9/2022 6:17
DR11553,5/9/2022 12:20
DR11554,5/9/2022 23:55
DR11555,5/9/2022 18:25
DR11556,5/9/2022 19:16
DR11557,5/9/2022 2:03
DR11558,5/9/2022 23:35
DR11559,5/9/2022 19:43
DR11561,5/9/2022 7:27
DR11562,5/9/2022 1:34
DR11563,5/9/2022 1:43
DR11564,5/9/2022 8:55
DR11565,5/9/2022 22:37
